timestamp,source_ip,destination_ip,source_port,destination_port,flags,identification,data,class
1522319026.990737,158.248.196.85,8.8.8.8,12392,80,S,43078,,safe-packet
1522319026.995737,151.144.166.245,8.8.8.8,25914,80,S,29380,,safe-packet
1522319027.000737,248.152.28.115,8.8.8.8,22781,80,S,40218,,safe-packet
1522319027.005737,143.225.110.206,8.8.8.8,30102,80,S,43862,,safe-packet
1522319027.010737,111.159.137.40,8.8.8.8,49887,80,S,9666,,safe-packet
1522319027.015738,65.220.182.243,8.8.8.8,37998,80,S,31371,,safe-packet
1522319027.020738,73.83.106.41,8.8.8.8,51350,80,S,52876,,safe-packet
1522319027.025738,133.244.102.91,8.8.8.8,38010,80,S,21463,,safe-packet
1522319027.030738,52.218.178.209,8.8.8.8,57929,80,S,7865,,safe-packet
1522319027.035738,89.220.225.161,8.8.8.8,50185,80,S,50208,,safe-packet
1522319027.040738,122.26.130.176,8.8.8.8,33207,80,S,14727,,safe-packet
1522319027.045738,224.107.111.136,8.8.8.8,1259,80,S,62840,,safe-packet
1522319027.050738,211.166.70.250,8.8.8.8,20630,80,S,7450,,safe-packet
1522319027.055738,158.72.106.229,8.8.8.8,29537,80,S,50975,,safe-packet
1522319027.060739,132.78.77.114,8.8.8.8,25418,80,S,33548,,safe-packet
1522319027.065739,226.44.91.247,8.8.8.8,1826,80,S,18479,,safe-packet
1522319027.070739,239.75.23.247,8.8.8.8,24794,80,S,16310,,safe-packet
1522319027.075739,19.209.173.32,8.8.8.8,18149,80,S,19292,,safe-packet
1522319027.080739,9.72.212.228,8.8.8.8,18457,80,S,61001,,safe-packet
1522319027.085739,126.69.51.131,8.8.8.8,65279,80,S,57323,,safe-packet
1522319027.090739,178.37.4.143,8.8.8.8,53837,80,S,49617,,safe-packet
1522319027.095739,215.81.6.182,8.8.8.8,13524,80,S,18301,,safe-packet
1522319027.100739,217.41.59.229,8.8.8.8,37527,80,S,41503,,safe-packet
1522319027.10574,94.245.229.193,8.8.8.8,46566,80,S,45487,,safe-packet
1522319027.11074,46.122.69.95,8.8.8.8,25396,80,S,14144,,safe-packet
1522319027.11574,13.178.52.22,8.8.8.8,11823,80,S,2176,,safe-packet
1522319027.12074,170.102.218.63,8.8.8.8,4255,80,S,28962,,safe-packet
1522319027.12574,251.33.96.197,8.8.8.8,44537,80,S,29151,,safe-packet
1522319027.13074,1.59.68.139,8.8.8.8,32060,80,S,14495,,safe-packet
1522319027.13574,41.177.151.37,8.8.8.8,37140,80,S,3173,,safe-packet
1522319027.14074,70.188.214.31,8.8.8.8,58673,80,S,44393,,safe-packet
1522319027.145741,114.117.179.197,8.8.8.8,39224,80,S,57482,,safe-packet
1522319027.150741,97.55.84.14,8.8.8.8,46797,80,S,36289,,safe-packet
1522319027.155741,232.14.110.87,8.8.8.8,17229,80,S,12139,,safe-packet
1522319027.160741,164.77.123.138,8.8.8.8,9429,80,S,1909,,safe-packet
1522319027.165741,184.17.156.64,8.8.8.8,22649,80,S,55901,,safe-packet
1522319027.170741,49.126.9.173,8.8.8.8,19617,80,S,21186,,safe-packet
1522319027.175741,163.196.19.109,8.8.8.8,54249,80,S,7564,,safe-packet
1522319027.180741,239.151.207.145,8.8.8.8,11973,80,S,6612,,safe-packet
1522319027.185741,13.139.185.55,8.8.8.8,25902,80,S,57910,,safe-packet
1522319027.190742,101.151.198.241,8.8.8.8,38380,80,S,2779,,safe-packet
1522319027.195742,2.13.84.80,8.8.8.8,20418,80,S,62861,,safe-packet
1522319027.200742,105.93.168.250,8.8.8.8,59606,80,S,18830,,safe-packet
1522319027.205742,89.71.113.154,8.8.8.8,56976,80,S,60581,,safe-packet
1522319027.210742,76.56.31.15,8.8.8.8,3424,80,S,6700,,safe-packet
1522319027.215742,98.43.63.221,8.8.8.8,63184,80,S,63334,,safe-packet
1522319027.220742,217.229.31.183,8.8.8.8,30437,80,S,15497,,safe-packet
1522319027.225742,252.54.61.187,8.8.8.8,1214,80,S,22994,,safe-packet
1522319027.230742,102.200.44.126,8.8.8.8,2026,80,S,375,,safe-packet
1522319027.235743,90.24.137.186,8.8.8.8,44765,80,S,7364,,safe-packet
1522319027.240743,77.39.254.46,8.8.8.8,10210,80,S,16378,,safe-packet
1522319027.245743,125.5.241.76,8.8.8.8,6604,80,S,10579,,safe-packet
1522319027.250743,4.217.69.113,8.8.8.8,37591,80,S,34982,,safe-packet
1522319027.255743,173.110.197.46,8.8.8.8,35603,80,S,61513,,safe-packet
1522319027.260743,135.187.5.77,8.8.8.8,19530,80,S,17932,,safe-packet
1522319027.265743,189.211.8.211,8.8.8.8,17069,80,S,55634,,safe-packet
1522319027.270743,202.76.175.38,8.8.8.8,42612,80,S,3391,,safe-packet
1522319027.275743,56.42.135.46,8.8.8.8,36766,80,S,4699,,safe-packet
1522319027.280744,134.41.243.44,8.8.8.8,54519,80,S,20339,,safe-packet
1522319027.285744,145.73.152.81,8.8.8.8,29627,80,S,28393,,safe-packet
1522319027.290744,245.102.148.19,8.8.8.8,49244,80,S,18281,,safe-packet
1522319027.295744,189.22.209.15,8.8.8.8,32817,80,S,43653,,safe-packet
1522319027.300744,67.108.187.164,8.8.8.8,15445,80,S,64827,,safe-packet
1522319027.305744,55.178.152.165,8.8.8.8,26396,80,S,39748,,safe-packet
1522319027.310744,24.191.24.195,8.8.8.8,34257,80,S,51837,,safe-packet
1522319027.315744,185.147.199.215,8.8.8.8,16612,80,S,27793,,safe-packet
1522319027.320745,234.78.250.161,8.8.8.8,59619,80,S,45848,,safe-packet
1522319027.325745,7.91.226.227,8.8.8.8,43432,80,S,20131,,safe-packet
1522319027.330745,48.190.46.107,8.8.8.8,52590,80,S,3887,,safe-packet
1522319027.335745,220.126.218.118,8.8.8.8,28735,80,S,53645,,safe-packet
1522319027.340745,187.62.169.232,8.8.8.8,24782,80,S,40002,,safe-packet
1522319027.345745,66.135.183.67,8.8.8.8,35645,80,S,9187,,safe-packet
1522319027.350745,203.112.27.69,8.8.8.8,45269,80,S,35208,,safe-packet
1522319027.355745,190.138.56.125,8.8.8.8,57427,80,S,45079,,safe-packet
1522319027.360745,86.52.248.74,8.8.8.8,35568,80,S,37457,,safe-packet
1522319027.365746,68.80.5.161,8.8.8.8,25456,80,S,1638,,safe-packet
1522319027.370746,66.158.194.59,8.8.8.8,34330,80,S,41179,,safe-packet
1522319027.375746,45.30.38.100,8.8.8.8,46353,80,S,41511,,safe-packet
1522319027.380746,99.114.184.202,8.8.8.8,57939,80,S,14650,,safe-packet
1522319027.385746,28.129.4.24,8.8.8.8,61696,80,S,53497,,safe-packet
1522319027.390746,235.133.136.170,8.8.8.8,43229,80,S,44915,,safe-packet
1522319027.395746,143.229.3.132,8.8.8.8,46809,80,S,44204,,safe-packet
1522319027.400746,20.200.103.77,8.8.8.8,20560,80,S,65370,,safe-packet
1522319027.405746,150.180.18.77,8.8.8.8,41902,80,S,56261,,safe-packet
1522319027.410747,26.5.49.196,8.8.8.8,3065,80,S,30360,,safe-packet
1522319027.415747,147.14.82.170,8.8.8.8,41635,80,S,51098,,safe-packet
1522319027.420747,254.48.44.44,8.8.8.8,6046,80,S,1168,,safe-packet
1522319027.425747,3.62.91.22,8.8.8.8,25057,80,S,328,,safe-packet
1522319027.430747,183.24.252.245,8.8.8.8,53714,80,S,52796,,safe-packet
1522319027.435747,14.31.5.92,8.8.8.8,2429,80,S,23293,,safe-packet
1522319027.440747,6.115.174.122,8.8.8.8,25166,80,S,19915,,safe-packet
1522319027.445747,31.72.156.114,8.8.8.8,9836,80,S,12191,,safe-packet
1522319027.450747,2.118.74.236,8.8.8.8,33381,80,S,1464,,safe-packet
1522319027.455748,153.150.190.46,8.8.8.8,19393,80,S,61216,,safe-packet
1522319027.460748,73.19.246.151,8.8.8.8,1994,80,S,42465,,safe-packet
1522319027.465748,215.59.134.182,8.8.8.8,27887,80,S,55362,,attack
1522319027.470748,189.64.56.233,8.8.8.8,58568,80,S,18641,,attack
1522319027.475748,31.43.81.222,8.8.8.8,3992,80,S,13707,,attack
1522319027.480748,132.16.0.181,8.8.8.8,19214,80,S,47184,,attack
1522319027.485748,241.248.145.128,8.8.8.8,59149,80,S,19902,,attack
1522319027.490748,221.7.94.84,8.8.8.8,57069,80,S,13766,,attack
1522319027.495749,210.239.2.173,8.8.8.8,15226,80,S,49895,,attack
1522319027.500749,59.163.187.117,8.8.8.8,3358,80,S,23001,,attack
1522319027.505749,206.177.47.163,8.8.8.8,24123,80,S,28068,,attack
1522319027.510749,97.234.179.105,8.8.8.8,3149,80,S,10445,,attack
1522319027.515749,115.216.95.95,8.8.8.8,46366,80,S,19482,,attack
1522319027.520749,251.184.231.46,8.8.8.8,56076,80,S,28062,,attack
1522319027.525749,39.58.148.138,8.8.8.8,58711,80,S,57776,,attack
1522319027.530749,149.197.204.64,8.8.8.8,1947,80,S,21379,,attack
1522319027.535749,69.252.153.216,8.8.8.8,42492,80,S,16259,,attack
1522319027.54075,35.146.1.241,8.8.8.8,47750,80,S,39956,,attack
1522319027.54575,61.110.36.171,8.8.8.8,8489,80,S,31690,,attack
1522319027.55075,80.183.143.87,8.8.8.8,33735,80,S,31894,,attack
1522319027.55575,155.98.12.91,8.8.8.8,16434,80,S,17260,,attack
1522319027.56075,163.183.170.197,8.8.8.8,62190,80,S,10858,,attack
1522319027.56575,66.150.236.168,8.8.8.8,20632,80,S,1937,,attack
1522319027.57075,73.60.236.112,8.8.8.8,39089,80,S,58298,,attack
1522319027.57575,212.2.123.230,8.8.8.8,17316,80,S,3279,,attack
1522319027.58075,143.9.37.238,8.8.8.8,34018,80,S,46320,,attack
1522319027.585751,73.22.101.137,8.8.8.8,24487,80,S,58784,,attack
1522319027.590751,122.161.24.34,8.8.8.8,1677,80,S,60667,,attack
1522319027.595751,223.128.205.40,8.8.8.8,39299,80,S,32301,,attack
1522319027.600751,95.19.9.135,8.8.8.8,27861,80,S,3548,,attack
1522319027.605751,244.219.108.88,8.8.8.8,21059,80,S,22708,,attack
1522319027.610751,225.112.122.217,8.8.8.8,42935,80,S,32474,,attack
1522319027.615751,37.160.211.222,8.8.8.8,61021,80,S,43199,,attack
1522319027.620751,62.176.252.83,8.8.8.8,31871,80,S,514,,attack
1522319027.625751,25.118.210.89,8.8.8.8,51420,80,S,25806,,attack
1522319027.630752,14.252.49.227,8.8.8.8,4797,80,S,25307,,attack
1522319027.635752,108.178.215.115,8.8.8.8,58914,80,S,8857,,attack
1522319027.640752,11.105.6.61,8.8.8.8,34826,80,S,49114,,attack
1522319027.645752,168.154.122.142,8.8.8.8,5211,80,S,5144,,attack
1522319027.650752,46.183.11.215,8.8.8.8,44945,80,S,24828,,attack
1522319027.655752,24.220.215.182,8.8.8.8,23799,80,S,14333,,attack
1522319027.660752,140.105.126.187,8.8.8.8,58813,80,S,27956,,attack
1522319027.665752,172.135.87.243,8.8.8.8,20562,80,S,32481,,attack
1522319027.670753,145.162.3.0,8.8.8.8,11855,80,S,5102,,attack
1522319027.675753,148.88.180.97,8.8.8.8,4157,80,S,10865,,attack
1522319027.680753,129.152.121.187,8.8.8.8,35131,80,S,4485,,attack
1522319027.685753,130.181.236.225,8.8.8.8,14874,80,S,62965,,attack
1522319027.690753,249.140.12.182,8.8.8.8,49439,80,S,20838,,attack
1522319027.695753,131.219.237.254,8.8.8.8,61391,80,S,41682,,attack
1522319027.700753,90.98.56.225,8.8.8.8,5556,80,S,5908,,attack
1522319027.705753,104.57.22.123,8.8.8.8,33099,80,S,16217,,attack
1522319027.710753,142.75.119.116,8.8.8.8,9226,80,S,55490,,attack
1522319027.715754,127.185.140.199,8.8.8.8,63679,80,S,17761,,attack
1522319027.720754,92.227.173.28,8.8.8.8,65372,80,S,55855,,attack
1522319027.725754,116.176.140.109,8.8.8.8,35983,80,S,4534,,attack
1522319027.730754,116.107.222.90,8.8.8.8,61074,80,S,55611,,attack
1522319027.735754,30.35.122.248,8.8.8.8,56764,80,S,46994,,attack
1522319027.740754,94.26.150.135,8.8.8.8,44944,80,S,8565,,attack
1522319027.745754,175.235.112.95,8.8.8.8,12447,80,S,20362,,attack
1522319027.750754,105.40.64.174,8.8.8.8,37302,80,S,28502,,attack
1522319027.755754,72.60.164.186,8.8.8.8,6162,80,S,45708,,attack
1522319027.760755,15.121.103.242,8.8.8.8,4345,80,S,52061,,attack
1522319027.765755,252.246.148.132,8.8.8.8,30001,80,S,27619,,attack
1522319027.770755,165.168.29.6,8.8.8.8,24533,80,S,46544,,attack
1522319027.775755,29.7.60.212,8.8.8.8,37043,80,S,46447,,attack
1522319027.780755,136.159.249.100,8.8.8.8,65248,80,S,3868,,attack
1522319027.785755,167.246.109.80,8.8.8.8,28693,80,S,14089,,attack
1522319027.790755,39.53.12.252,8.8.8.8,7447,80,S,33109,,attack
1522319027.795755,22.138.196.58,8.8.8.8,28892,80,S,19387,,attack
1522319027.800756,136.173.101.210,8.8.8.8,49868,80,S,53879,,attack
1522319027.805756,122.223.206.29,8.8.8.8,49535,80,S,15491,,attack
1522319027.810756,19.130.254.15,8.8.8.8,41619,80,S,27091,,attack
1522319027.815756,122.65.157.17,8.8.8.8,9631,80,S,37635,,attack
1522319027.820756,166.85.117.90,8.8.8.8,45041,80,S,62472,,attack
1522319027.825756,169.234.180.225,8.8.8.8,43569,80,S,28109,,attack
1522319027.830756,13.35.24.207,8.8.8.8,44013,80,S,55379,,attack
1522319027.835756,113.108.247.139,8.8.8.8,19024,80,S,36308,,attack
1522319027.840756,179.223.213.4,8.8.8.8,20643,80,S,22226,,attack
1522319027.845757,139.52.56.118,8.8.8.8,30500,80,S,872,,attack
1522319027.850757,80.241.165.235,8.8.8.8,32874,80,S,52755,,attack
1522319027.855757,157.143.64.106,8.8.8.8,5079,80,S,9525,,attack
1522319027.860757,16.214.190.51,8.8.8.8,45901,80,S,22849,,attack
1522319027.865757,38.86.249.230,8.8.8.8,54784,80,S,6118,,attack
1522319027.870757,249.59.53.70,8.8.8.8,19274,80,S,18301,,attack
1522319027.875757,130.247.140.215,8.8.8.8,43837,80,S,54737,,attack
1522319027.880757,84.61.142.231,8.8.8.8,53931,80,S,31441,,attack
1522319027.885757,114.80.27.44,8.8.8.8,9975,80,S,3997,,attack
1522319027.890758,125.12.186.204,8.8.8.8,63767,80,S,20603,,attack
1522319027.895758,92.165.34.183,8.8.8.8,29495,80,S,65035,,attack
1522319027.900758,16.255.70.41,8.8.8.8,33311,80,S,45306,,attack
1522319027.905758,230.199.180.178,8.8.8.8,50811,80,S,39492,,attack
1522319027.910758,48.230.172.210,8.8.8.8,55066,80,S,8996,,attack
1522319027.915758,180.110.185.131,8.8.8.8,26436,80,S,38086,,attack
1522319027.920758,74.68.252.54,8.8.8.8,42354,80,S,43436,,attack
1522319027.925758,150.6.178.80,8.8.8.8,41679,80,S,32001,,attack
1522319027.930758,189.241.231.43,8.8.8.8,26448,80,S,61560,,attack
1522319027.935759,219.67.234.236,8.8.8.8,61885,80,S,21370,,attack
1522319027.940759,244.96.228.138,8.8.8.8,13023,80,S,39661,,attack
1522319027.945759,0.208.253.119,8.8.8.8,18155,80,S,11179,,attack
1522319027.950759,39.125.167.164,8.8.8.8,43178,80,S,23255,,attack
1522319027.955759,224.64.6.106,8.8.8.8,15877,80,S,44038,,attack
1522319027.960759,116.118.209.237,8.8.8.8,9850,80,S,60691,,attack
1522319027.965759,117.19.83.184,8.8.8.8,16024,80,S,6429,,attack
1522319027.970759,60.126.119.206,8.8.8.8,50833,80,S,18705,,attack
1522319027.97576,177.152.73.230,8.8.8.8,38523,80,S,46027,,attack
1522319027.98076,197.110.249.215,8.8.8.8,4715,80,S,62922,,attack
1522319027.98576,33.53.41.152,8.8.8.8,39841,80,S,51952,,attack
1522319027.99076,177.210.123.234,8.8.8.8,32934,80,S,10706,,attack
1522319027.99576,217.248.126.226,8.8.8.8,64627,80,S,57019,,attack
1522319028.00076,10.190.143.4,8.8.8.8,23781,80,S,47072,,attack
1522319028.00576,82.30.119.208,8.8.8.8,24431,80,S,47871,,attack
1522319028.01076,49.99.120.44,8.8.8.8,62454,80,S,44550,,attack
1522319028.01576,145.9.28.16,8.8.8.8,35250,80,S,41497,,attack
1522319028.020761,129.198.184.19,8.8.8.8,40743,80,S,57556,,attack
1522319028.025761,56.148.159.42,8.8.8.8,22754,80,S,43068,,attack
1522319028.030761,161.156.2.162,8.8.8.8,35952,80,S,49849,,attack
1522319028.035761,175.41.47.100,8.8.8.8,10723,80,S,13526,,attack
1522319028.040761,67.221.196.180,8.8.8.8,45202,80,S,57730,,attack
1522319028.045761,242.4.80.110,8.8.8.8,13092,80,S,32248,,attack
1522319028.050761,19.227.141.148,8.8.8.8,28066,80,S,43424,,attack
1522319028.055761,97.29.204.239,8.8.8.8,29751,80,S,11714,,attack
1522319028.060761,184.157.12.254,8.8.8.8,34756,80,S,31473,,attack
1522319028.065762,65.244.0.55,8.8.8.8,34774,80,S,45946,,attack
1522319028.070762,137.10.102.244,8.8.8.8,53968,80,S,61562,,attack
1522319028.075762,91.87.150.125,8.8.8.8,65507,80,S,4301,,attack
1522319028.080762,105.209.171.66,8.8.8.8,44895,80,S,56956,,attack
1522319028.085762,101.41.96.73,8.8.8.8,24452,80,S,19990,,attack
1522319028.090762,128.65.103.167,8.8.8.8,45138,80,S,40603,,attack
1522319028.095762,10.218.92.177,8.8.8.8,58693,80,S,2868,,attack
1522319028.100762,253.96.212.0,8.8.8.8,27329,80,S,56175,,attack
1522319028.105762,53.126.103.158,8.8.8.8,65169,80,S,59915,,attack
1522319028.110763,8.228.194.232,8.8.8.8,36166,80,S,42454,,attack
1522319028.115763,158.49.33.207,8.8.8.8,11926,80,S,25753,,attack
1522319028.120763,18.31.219.229,8.8.8.8,26388,80,S,18769,,attack
1522319028.125763,19.154.59.28,8.8.8.8,45667,80,S,58644,,attack
1522319028.130763,241.111.242.60,8.8.8.8,14259,80,S,20629,,attack
1522319028.135763,104.110.97.191,8.8.8.8,10544,80,S,62658,,attack
1522319028.140763,216.119.221.242,8.8.8.8,1587,80,S,27986,,attack
1522319028.145763,112.206.15.85,8.8.8.8,31530,80,S,41141,,attack
1522319028.150764,109.32.196.137,8.8.8.8,21196,80,S,28019,,attack
1522319028.155764,46.105.133.119,8.8.8.8,24339,80,S,18322,,attack
1522319028.160764,84.59.131.60,8.8.8.8,10106,80,S,41810,,attack
1522319028.165764,210.130.152.251,8.8.8.8,9352,80,S,45746,,attack
1522319028.170764,23.234.154.145,8.8.8.8,39377,80,S,60147,,attack
1522319028.175764,118.192.250.177,8.8.8.8,21296,80,S,42138,,attack
1522319028.180764,42.133.9.106,8.8.8.8,9727,80,S,11139,,attack
1522319028.185764,15.114.215.231,8.8.8.8,37152,80,S,14633,,attack
1522319028.190764,215.173.111.128,8.8.8.8,1315,80,S,20780,,attack
1522319028.195765,174.171.240.67,8.8.8.8,7295,80,S,38633,,attack
1522319028.200765,182.118.250.3,8.8.8.8,36025,80,S,5806,,attack
1522319028.205765,50.23.208.64,8.8.8.8,36086,80,S,60288,,attack
1522319028.210765,228.10.190.206,8.8.8.8,30707,80,S,117,,attack
1522319028.215765,38.70.38.44,8.8.8.8,48467,80,S,10111,,attack
1522319028.220765,78.20.195.45,8.8.8.8,60845,80,S,61710,,attack
1522319028.225765,178.8.56.47,8.8.8.8,52453,80,S,14376,,attack
1522319028.230765,74.70.143.40,8.8.8.8,24088,80,S,9255,,attack
1522319028.235765,250.64.37.197,8.8.8.8,39814,80,S,23246,,attack
1522319028.240766,0.90.26.245,8.8.8.8,35919,80,S,22442,,attack
1522319028.245766,28.240.210.158,8.8.8.8,54710,80,S,59475,,attack
1522319028.250766,144.116.68.201,8.8.8.8,63316,80,S,22075,,attack
1522319028.255766,6.95.151.111,8.8.8.8,52591,80,S,3284,,attack
1522319028.260766,173.129.177.247,8.8.8.8,52559,80,S,50512,,attack
1522319028.265766,76.49.41.59,8.8.8.8,27684,80,S,47812,,attack
1522319028.270766,102.188.118.59,8.8.8.8,59543,80,S,12697,,attack
1522319028.275766,214.127.175.127,8.8.8.8,55130,80,S,49581,,attack
1522319028.280766,199.190.11.164,8.8.8.8,7233,80,S,33357,,attack
1522319028.285767,253.109.102.165,8.8.8.8,60452,80,S,12183,,attack
1522319028.290767,215.43.105.227,8.8.8.8,28869,80,S,20004,,attack
1522319028.295767,124.233.127.226,8.8.8.8,48718,80,S,10947,,attack
1522319028.300767,46.247.235.122,8.8.8.8,18327,80,S,51583,,attack
1522319028.305767,250.159.243.190,8.8.8.8,55341,80,S,55180,,attack
1522319028.310767,42.121.106.221,8.8.8.8,49869,80,S,35728,,attack
1522319028.315767,56.177.80.69,8.8.8.8,60634,80,S,30051,,attack
1522319028.320767,78.80.22.163,8.8.8.8,16217,80,S,5359,,attack
1522319028.325768,95.127.22.69,8.8.8.8,23584,80,S,28258,,attack
1522319028.330768,191.199.162.9,8.8.8.8,63810,80,S,34214,,attack
1522319028.335768,223.34.225.186,8.8.8.8,49937,80,S,39135,,attack
1522319028.340768,175.54.159.14,8.8.8.8,27532,80,S,46265,,attack
1522319028.345768,53.226.30.108,8.8.8.8,28402,80,S,45633,,attack
1522319028.350768,160.124.172.12,8.8.8.8,58245,80,S,44012,,attack
1522319028.355768,128.105.126.16,8.8.8.8,59410,80,S,9914,,attack
1522319028.360768,36.209.218.17,8.8.8.8,25070,80,S,61144,,attack
1522319028.365768,216.255.13.29,8.8.8.8,43507,80,S,13709,,attack
1522319028.370769,32.138.101.136,8.8.8.8,4010,80,S,21881,,attack
1522319028.375769,86.2.151.68,8.8.8.8,14066,80,S,14386,,attack
1522319028.380769,108.150.38.159,8.8.8.8,20772,80,S,49408,,attack
1522319028.385769,66.79.157.140,8.8.8.8,45098,80,S,30564,,attack
1522319028.390769,185.2.39.42,8.8.8.8,59909,80,S,39597,,attack
1522319028.395769,125.230.51.50,8.8.8.8,40690,80,S,42092,,attack
1522319028.400769,124.20.164.4,8.8.8.8,45878,80,S,40405,,attack
1522319028.405769,203.155.36.66,8.8.8.8,25722,80,S,59305,,attack
1522319028.410769,55.155.124.175,8.8.8.8,57030,80,S,37178,,attack
1522319028.41577,147.16.241.109,8.8.8.8,46573,80,S,24595,,attack
1522319028.42077,231.84.233.170,8.8.8.8,10981,80,S,41073,,attack
1522319028.42577,198.202.96.133,8.8.8.8,46862,80,S,23015,,attack
1522319028.43077,17.252.228.21,8.8.8.8,2328,80,S,11838,,attack
1522319028.43577,81.35.186.38,8.8.8.8,27698,80,S,21303,,attack
1522319028.44077,196.227.102.48,8.8.8.8,14542,80,S,26624,,attack
1522319028.44577,211.143.140.197,8.8.8.8,51084,80,S,34557,,attack
1522319028.45077,73.143.98.79,8.8.8.8,63234,80,S,35996,,attack
1522319028.45577,84.94.190.21,8.8.8.8,9651,80,S,11707,,attack
1522319028.460771,88.138.230.254,8.8.8.8,46649,80,S,32287,,attack
1522319028.465771,227.253.50.163,8.8.8.8,49107,80,S,46679,,attack
1522319028.470771,210.173.17.183,8.8.8.8,59002,80,S,5792,,attack
1522319028.475771,29.165.42.246,8.8.8.8,27048,80,S,47224,,attack
1522319028.480771,81.84.121.176,8.8.8.8,25424,80,S,63647,,attack
1522319028.485771,15.139.124.134,8.8.8.8,44000,80,S,20335,,attack
1522319028.490771,189.66.62.82,8.8.8.8,22133,80,S,34834,,attack
1522319028.495771,32.15.28.113,8.8.8.8,24999,80,S,4662,,attack
1522319028.500772,59.2.208.201,8.8.8.8,28230,80,S,36655,,attack
1522319028.505772,162.75.113.254,8.8.8.8,5595,80,S,47561,,attack
1522319028.510772,25.240.236.203,8.8.8.8,46623,80,S,20938,,attack
1522319028.515772,236.104.248.64,8.8.8.8,5663,80,S,50145,,attack
1522319028.520772,142.165.122.173,8.8.8.8,33728,80,S,57682,,attack
1522319028.525772,158.209.117.151,8.8.8.8,46173,80,S,65094,,attack
1522319028.530772,201.236.49.208,8.8.8.8,24572,80,S,18027,,attack
1522319028.535772,76.17.79.136,8.8.8.8,8571,80,S,8853,,attack
1522319028.540772,162.133.50.76,8.8.8.8,15628,80,S,63756,,attack
1522319028.545773,43.220.186.113,8.8.8.8,40481,80,S,49029,,attack
1522319028.550773,79.40.190.59,8.8.8.8,55548,80,S,62340,,attack
1522319028.555773,76.175.166.3,8.8.8.8,26000,80,S,19456,,attack
1522319028.560773,254.167.188.91,8.8.8.8,61918,80,S,45627,,attack
1522319028.565773,54.224.106.32,8.8.8.8,61415,80,S,60295,,attack
1522319028.570773,61.208.158.14,8.8.8.8,54751,80,S,35090,,attack
1522319028.575773,84.36.237.37,8.8.8.8,62075,80,S,52884,,attack
1522319028.580773,138.10.123.26,8.8.8.8,28900,80,S,9244,,attack
1522319028.585773,133.43.88.223,8.8.8.8,5746,80,S,33751,,attack
1522319028.590774,28.156.48.250,8.8.8.8,3253,80,S,48320,,attack
